Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2,4.231999999999748,3.7551945214577938e-06,1.0587212455771494e-06,-5.518093769244234e-07,2.3797960310978953e-05,1.2129496647135883e-05,1.0285656161036298e-05
2,4.233999999999749,3.76199137916891e-06,1.0638274709011666e-06,-5.192440083197018e-07,6.796857711116463e-06,5.106225324017268e-06,3.2565368604721525e-05
2,4.235999999999749,3.745723408136411e-06,1.1003163445465743e-06,-5.398436082548326e-07,-1.6267971032498985e-05,3.648887364540775e-05,-2.0599599935130787e-05
2,4.23799999999975,3.8012040587614875e-06,1.0581550159431287e-06,-4.961145413793343e-07,5.5480650625076646e-05,-4.2161328603445695e-05,4.37290668754983e-05
2,4.239999999999751,3.7698807686038077e-06,1.0781580908651731e-06,-5.216721106545161e-07,-3.132329015767991e-05,2.0003074922044353e-05,-2.555756927518182e-05
2,4.241999999999751,3.7491116691488564e-06,1.1194514850383398e-06,-4.902655849479209e-07,-2.0769099454951043e-05,4.1293394173166735e-05,3.140652570659517e-05
2,4.243999999999752,3.7669372555880594e-06,1.086187904190127e-06,-5.117952139934189e-07,1.7825586439203144e-05,-3.326358084821276e-05,-2.152962904549796e-05
2,4.245999999999753,3.7813918670619666e-06,1.0963001689002232e-06,-5.234475310267858e-07,1.4454611473907311e-05,1.0112264710096207e-05,-1.1652317033366947e-05
2,4.247999999999753,3.7706274953238095e-06,1.0624307314539088e-06,-4.99001795583173e-07,-1.0764371738157139e-05,-3.386943744631446e-05,2.4445735443612735e-05
2,4.249999999999754,3.7578297421649516e-06,1.1074177966234818e-06,-5.288356984321449e-07,-1.279775315885786e-05,4.498706516957307e-05,-2.983390284897189e-05
2,4.251999999999755,3.7859340258383247e-06,1.1470427224490443e-06,-5.225042185934747e-07,2.8104283673373065e-05,3.962492582556237e-05,6.331479838670173e-06
2,4.253999999999755,3.6989745335660847e-06,1.1693046770426018e-06,-5.212363567105478e-07,-8.695949227224e-05,2.2261954593557506e-05,1.2678618829268696e-06
2,4.255999999999756,3.660202880856853e-06,1.1787052079415783e-06,-5.06297811036928e-07,-3.877165270923174e-05,9.400530898976475e-06,1.4938545673619781e-05
2,4.257999999999757,3.6063850167356894e-06,1.171763669185344e-06,-4.7634436917713403e-07,-5.381786412116365e-05,-6.941538756234461e-06,2.9953441859793982e-05
2,4.259999999999757,3.612597930731738e-06,1.227625543019326e-06,-4.536143484888453e-07,6.212913996048653e-06,5.586187383398219e-05,2.273002068828874e-05
2,4.261999999999758,3.6102956243512423e-06,1.2093526560664517e-06,-4.7357328935093035e-07,-2.302306380495758e-06,-1.827288695287435e-05,-1.9958940862085023e-05
